ID,Date,Element,Data_Value
USW00023169,2008-02-15,TMIN,56
USC00264439,2008-10-09,TMIN,206
USW00023169,2014-04-23,TMIN,161
USW00023169,2014-04-23,TMAX,250
USR0000NRER,2015-10-02,TMIN,139
USS0015N10S,2010-11-06,TMIN,9
USC00260125,2015-08-11,TMIN,272
USC00260125,2015-08-11,TMAX,406
USC00264439,2009-01-19,TMIN,33
USR0000NKYL,2007-10-06,TMAX,111
USW00023169,2009-12-08,TMAX,78
USR0000NKYL,2007-10-06,TMIN,-17
USC00265705,2015-09-19,TMAX,328
USC00260125,2007-05-13,TMIN,222
USR0000NRER,2007-08-29,TMAX,389
USR0000NRER,2007-08-29,TMIN,217
USC00260125,2007-05-13,TMAX,394
USR0000NRER,2015-10-08,TMAX,294
USC00029376,2005-05-24,TMAX,450
USW00023169,2009-12-08,TMIN,11
USR0000NRER,2015-10-08,TMIN,161
USR0000AMUS,2011-02-01,TMAX,56
USR0000NKYL,2008-06-28,TMIN,139
USR0000NKYL,2008-06-28,TMAX,300
USS0015N10S,2013-02-03,TMIN,-24
USC00029376,2005-03-10,TMAX,300
USC00265705,2015-09-19,TMIN,189
USC00264439,2015-09-19,TMIN,178
USS0015N10S,2010-11-06,TMAX,96
USR0000NKYL,2014-07-13,TMAX,322
USC00264439,2005-03-02,TMAX,189
USC00265705,2014-04-22,TMIN,211
USR0000AMUS,2014-07-31,TMIN,206
USW00023169,2007-09-19,TMAX,322
USC00265705,2014-04-22,TMAX,339
USW00053123,2011-05-08,TMAX,272
USR0000AMUS,2014-07-31,TMAX,333
USC00264439,2014-04-22,TMIN,156
USW00053123,2011-05-08,TMIN,150
USR0000AMUS,2013-06-24,TMAX,267
USC00261371,2005-10-31,TMAX,267
USR0000AMUS,2013-06-24,TMIN,178
USW00023169,2007-09-19,TMIN,217
USC00264439,2005-06-12,TMIN,178
USR0000AMUS,2011-04-05,TMIN,39
USC00264439,2014-04-22,TMAX,289
USC00029376,2005-05-24,TMIN,244
USR0000NKYL,2006-06-19,TMIN,178
USR0000NKYL,2006-06-19,TMAX,289
USC00265705,2014-09-28,TMIN,150
USR0000AMUS,2011-04-05,TMAX,222
USR0000NKYL,2014-07-13,TMIN,172
USC00029376,2005-03-10,TMIN,106
USS0015N10S,2013-02-03,TMAX,43
USR0000AMUS,2011-02-01,TMIN,-100
USR0000NRER,2013-10-11,TMIN,44
USS0015N10S,2011-07-23,TMAX,222
USC00265705,2015-08-02,TMIN,239
USC00260125,2015-06-05,TMIN,228
USW00023169,2014-11-04,TMAX,206
USW00023169,2014-11-04,TMIN,78
USW00053123,2015-02-04,TMAX,211
USW00023169,2007-09-17,TMIN,200
USW00053123,2015-02-04,TMIN,78
USC00260125,2008-09-25,TMAX,361
USC00260125,2008-09-25,TMIN,222
USS0015N10S,2011-07-23,TMIN,93
USC00260125,2008-11-18,TMAX,294
USC00260125,2008-11-18,TMIN,111
USW00053123,2007-06-09,TMIN,178
USW00053123,2007-06-09,TMAX,339
USC00264439,2014-08-04,TMIN,200
USR0000NRER,2010-03-12,TMIN,-6
USR0000NRER,2010-03-12,TMAX,144
USC00264439,2014-08-04,TMAX,294
USS0015N10S,2013-02-04,TMAX,82
USR0000NRER,2013-10-11,TMAX,189
USC00264439,2015-08-02,TMIN,239
USC00029376,2005-04-13,TMIN,117
USC00264439,2015-08-02,TMAX,406
USC00264439,2005-06-12,TMAX,328
USC00264439,2015-09-19,TMAX,361
USC00261371,2005-05-29,TMAX,383
USC00261371,2007-07-27,TMIN,278
USC00265705,2015-04-10,TMIN,106
USC00261371,2007-07-27,TMAX,383
USC00264439,2011-02-13,TMAX,194
USR0000NKYL,2006-02-28,TMIN,-6
USR0000NKYL,2006-02-28,TMAX,56
USC00265705,2015-04-10,TMAX,228
USC00264439,2005-03-02,TMIN,44
USC00261371,2005-05-29,TMIN,256
USR0000NKYL,2013-08-03,TMAX,289
USC00264439,2011-02-13,TMIN,22
USS0015N10S,2012-06-02,TMAX,221
USC00264439,2015-04-10,TMIN,94
USC00264439,2015-04-10,TMAX,250
USS0015N10S,2012-06-02,TMIN,113
USC00265705,2011-02-13,TMAX,211
USC00265705,2011-02-13,TMIN,39
USC00029376,2005-04-13,TMAX,322
USW00023169,2007-09-17,TMAX,322
USR0000NKYL,2013-08-03,TMIN,150
USW00053123,2011-03-24,TMAX,167
USC00264439,2008-03-25,TMIN,100
USS0015N10S,2010-05-17,TMIN,16
USR0000NRER,2014-07-13,TMIN,250
USR0000NRER,2014-07-13,TMAX,400
USW00053123,2005-06-06,TMAX,306
USW00053123,2007-12-01,TMIN,22
USW00023169,2013-07-05,TMAX,439
USR0000AMUS,2008-06-08,TMIN,122
USR0000AMUS,2007-01-11,TMAX,94
USR0000AMUS,2008-06-08,TMAX,272
USR0000NKYL,2005-05-05,TMAX,133
USR0000NKYL,2005-05-05,TMIN,44
USW00023169,2013-11-27,TMAX,172
USW00023169,2013-11-27,TMIN,83
USR0000NRER,2008-08-08,TMAX,367
USR0000NRER,2008-08-08,TMIN,228
USC00264439,2013-11-19,TMAX,194
USC00265705,2005-06-12,TMAX,333
USC00264439,2013-11-19,TMIN,94
USR0000AMUS,2009-01-16,TMAX,150
USR0000NRER,2015-05-16,TMAX,217
USS0015N10S,2009-02-07,TMIN,-53
USS0015N10S,2009-02-07,TMAX,-4
USC00264439,2007-02-21,TMIN,33
USR0000NRER,2015-05-16,TMIN,89
USC00261071,2005-10-09,TMAX,289
USR0000AMUS,2007-01-11,TMIN,39
USC00264439,2005-08-28,TMAX,411
USR0000NRER,2015-10-02,TMAX,267
USR0000AMUS,2008-03-24,TMAX,217
USC00264439,2010-03-12,TMAX,183
USC00264439,2010-03-12,TMIN,28
USW00023169,2013-07-05,TMIN,317
USC00265705,2010-03-12,TMAX,156
USW00023169,2005-04-08,TMAX,217
USC00265705,2010-03-12,TMIN,39
USC00265705,2011-11-12,TMIN,72
USC00260125,2015-10-18,TMAX,267
USC00260125,2015-10-18,TMIN,183
USC00265705,2011-11-12,TMAX,161
USW00023169,2005-04-08,TMIN,89
USC00264439,2011-11-12,TMIN,72
USC00264439,2011-11-12,TMAX,194
USR0000AMUS,2013-12-25,TMIN,22
USR0000AMUS,2013-12-25,TMAX,122
USC00264439,2007-02-21,TMAX,183
USR0000NKYL,2007-02-21,TMIN,-39
USR0000NKYL,2007-02-21,TMAX,106
USC00261071,2005-10-09,TMIN,167
USR0000AMUS,2014-10-11,TMIN,94
USR0000AMUS,2014-10-11,TMAX,244
USR0000NRER,2015-11-15,TMIN,28
USC00261071,2005-02-03,TMIN,50
USR0000NRER,2013-06-10,TMIN,233
USR0000NRER,2013-06-10,TMAX,333
USC00261071,2005-02-03,TMAX,100
USR0000NRER,2015-07-15,TMIN,211
USC00265705,2005-03-02,TMIN,67
USC00264439,2010-12-11,TMAX,194
USC00264439,2010-12-11,TMIN,44
USC00265705,2005-03-02,TMAX,189
USC00265705,2014-09-28,TMAX,356
USC00265705,2010-12-11,TMAX,156
USW00023169,2005-10-26,TMAX,244
USC00265705,2010-12-11,TMIN,39
USW00023169,2005-10-26,TMIN,133
USR0000AMUS,2008-12-17,TMAX,6
USW00053123,2005-06-06,TMIN,183
USR0000NKYL,2009-02-28,TMAX,100
USC00261371,2005-10-31,TMIN,111
USS0015N10S,2013-08-17,TMIN,134
USS0015N10S,2013-08-17,TMAX,241
USS0015N10S,2010-05-17,TMAX,112
USR0000NKYL,2009-02-28,TMIN,-17
USC00265705,2012-05-15,TMIN,239
USC00265705,2012-05-15,TMAX,367
USR0000AMUS,2009-04-24,TMAX,211
USW00023169,2008-02-21,TMAX,172
USW00023169,2008-02-21,TMIN,50
USR0000NKYL,2011-01-18,TMIN,17
USR0000NRER,2015-11-15,TMAX,161
USC00260125,2015-06-05,TMAX,339
USW00023169,2007-12-09,TMAX,111
USC00264439,2009-01-19,TMAX,189
USR0000AMUS,2008-11-11,TMIN,0
USR0000AMUS,2008-11-11,TMAX,128
USC00264439,2012-05-15,TMAX,350
USC00264439,2008-03-25,TMAX,278
USC00264439,2012-05-15,TMIN,239
USC00264439,2014-09-28,TMAX,267
USC00264439,2014-09-28,TMIN,144
USR0000AMUS,2009-01-16,TMIN,0
USW00053123,2005-07-30,TMAX,383
USW00053123,2005-07-30,TMIN,250
USR0000AMUS,2005-08-18,TMAX,289
USR0000AMUS,2005-08-18,TMIN,150
USR0000AMUS,2009-04-24,TMIN,122
USW00053123,2005-06-11,TMIN,222
USW00053123,2005-06-11,TMAX,322
USW00023169,2007-12-09,TMIN,39
USW00053123,2011-06-15,TMIN,239
USR0000NKYL,2014-11-30,TMAX,117
USC00260125,2005-01-31,TMIN,128
USR0000AMUS,2008-01-01,TMAX,61
USS0015N10S,2009-11-12,TMAX,84
USC00028516,2007-05-19,TMIN,233
USC00265705,2008-08-26,TMIN,239
USS0015N10S,2009-12-17,TMIN,-9
USS0015N10S,2009-12-17,TMAX,84
USS0015N10S,2015-01-23,TMIN,-32
USR0000NRER,2005-05-01,TMIN,106
USC00028516,2007-05-19,TMAX,394
USR0000NRER,2005-05-01,TMAX,244
USS0015N10S,2015-01-15,TMIN,-16
USW00023169,2015-05-13,TMIN,189
USW00023169,2015-05-13,TMAX,289
USW00023169,2009-09-17,TMIN,228
USW00023169,2009-09-17,TMAX,356
USR0000NRER,2007-11-05,TMIN,94
USC00260125,2006-03-26,TMIN,83
USC00260125,2006-03-26,TMAX,261
USC00265705,2011-01-17,TMAX,189
USW00053123,2015-12-13,TMIN,28
USW00053123,2015-12-13,TMAX,156
USC00265705,2008-08-26,TMAX,406
USR0000NRER,2007-11-05,TMAX,261
USS0015N10S,2012-05-15,TMIN,76
USS0015N10S,2009-11-12,TMIN,-3
USC00265705,2013-04-24,TMIN,111
USW00023169,2013-02-03,TMAX,200
USC00264439,2008-08-26,TMAX,367
USC00265705,2013-04-24,TMAX,244
USR0000NKYL,2007-01-14,TMAX,-44
USC00264439,2013-04-24,TMIN,94
USR0000NRER,2012-12-22,TMIN,-28
USC00264439,2013-04-24,TMAX,267
USR0000NRER,2012-12-22,TMAX,106
USC00264439,2008-08-26,TMIN,233
USC00264439,2014-02-19,TMIN,83
USC00260125,2013-09-28,TMIN,122
USR0000NKYL,2006-01-13,TMIN,-6
USR0000NKYL,2006-01-13,TMAX,117
USR0000NKYL,2007-01-14,TMIN,-156
USR0000AMUS,2011-09-21,TMAX,328
USR0000AMUS,2005-03-20,TMAX,117
USR0000AMUS,2011-09-21,TMIN,150
USC00264439,2014-02-19,TMAX,267
USW00053123,2006-05-24,TMIN,183
USR0000AMUS,2005-03-20,TMIN,22
USS0015N10S,2012-05-15,TMAX,166
USR0000NKYL,2015-09-29,TMAX,278
USR0000AMUS,2008-01-01,TMIN,-28
USC00264439,2014-04-25,TMIN,144
USR0000AMUS,2007-03-07,TMAX,194
USS0015N10S,2015-02-27,TMAX,44
USC00260125,2010-07-24,TMIN,294
USC00260125,2010-07-24,TMAX,439
USW00023169,2014-04-22,TMIN,189
USW00023169,2010-07-24,TMAX,428
USW00023169,2010-07-24,TMIN,300
USC00260125,2005-01-06,TMAX,111
USC00260125,2005-01-06,TMIN,44
USC00264439,2010-04-28,TMAX,244
USC00264439,2010-04-28,TMIN,122
USS0015N10S,2009-10-05,TMIN,-43
USS0015N10S,2009-10-05,TMAX,65
USC00265705,2010-04-28,TMAX,294
USC00265705,2010-04-28,TMIN,156
USR0000NRER,2014-08-30,TMIN,261
USR0000NRER,2014-08-30,TMAX,361
USC00028516,2007-01-03,TMIN,11
USC00028516,2007-01-03,TMAX,117
USR0000NRER,2012-08-22,TMAX,244
USR0000NRER,2012-08-22,TMIN,178
USW00023169,2014-04-22,TMAX,289
USC00264439,2014-04-25,TMAX,267
USR0000AMUS,2007-03-07,TMIN,44
USW00023169,2014-03-26,TMIN,133
USW00023169,2007-01-03,TMIN,61
USW00023169,2007-01-03,TMAX,156
USS0015N10S,2015-01-15,TMAX,99
USC00265705,2011-01-17,TMIN,61
USC00029376,2007-05-13,TMIN,194
USC00029376,2007-05-13,TMAX,406
USR0000AMUS,2008-07-24,TMIN,189
USR0000AMUS,2008-07-24,TMAX,356
USC00265705,2014-04-25,TMAX,294
USR0000NRER,2011-01-16,TMAX,194
USC00265705,2014-04-25,TMIN,139
USS0015N10S,2015-05-11,TMAX,133
USW00053123,2005-08-18,TMAX,367
USW00053123,2005-08-18,TMIN,211
USS0015N10S,2015-05-11,TMIN,16
USS0015N10S,2015-02-27,TMIN,-27
USS0015N10S,2015-01-23,TMAX,57
USC00261371,2009-07-04,TMAX,439
USC00261371,2009-07-04,TMIN,256
USW00053123,2006-05-24,TMAX,350
USC00261371,2005-03-20,TMAX,222
USW00023169,2014-03-26,TMAX,206
USR0000NKYL,2015-09-29,TMIN,133
USC00264439,2013-08-03,TMIN,239
USW00023169,2013-02-03,TMIN,100
USC00260125,2007-02-21,TMAX,172
USC00265705,2006-01-03,TMIN,44
USC00265705,2014-02-19,TMAX,256
USC00260125,2007-02-21,TMIN,39
USW00053123,2005-11-28,TMIN,0
USC00265705,2006-01-03,TMAX,183
USW00023169,2011-01-22,TMAX,189
USR0000NRER,2006-08-29,TMAX,372
USC00264439,2006-01-03,TMIN,56
USR0000NKYL,2013-06-10,TMIN,117
USC00029376,2007-08-08,TMAX,428
USR0000NKYL,2013-06-10,TMAX,244
USC00264439,2007-09-17,TMIN,189
USC00264439,2007-09-17,TMAX,322
USC00264439,2006-01-03,TMAX,156
USC00029376,2007-08-08,TMIN,233
USC00264439,2015-09-04,TMAX,361
USC00264439,2015-09-04,TMIN,250
USR0000NKYL,2009-01-05,TMAX,78
USR0000NKYL,2009-01-05,TMIN,-72
USW00023169,2010-02-17,TMAX,200
USC00265705,2007-09-17,TMAX,361
USR0000NKYL,2015-07-16,TMAX,283
USW00023169,2013-06-23,TMIN,256
USC00265705,2007-09-17,TMIN,178
USC00261371,2008-03-20,TMAX,294
USW00023169,2015-03-05,TMIN,50
USR0000NKYL,2007-10-30,TMAX,150
USR0000NKYL,2007-07-04,TMIN,178
USW00023169,2013-08-17,TMIN,300
USW00023169,2013-08-17,TMAX,428
USC00264439,2005-03-10,TMIN,89
USW00023169,2015-03-05,TMAX,183
USC00264439,2010-08-11,TMAX,383
USC00028516,2005-07-29,TMAX,439
USR0000NKYL,2009-12-31,TMAX,39
USW00053123,2015-11-18,TMAX,172
USW00053123,2015-11-18,TMIN,44
USC00265705,2014-02-19,TMIN,94
USW00023169,2011-01-22,TMIN,61
USC00029376,2005-03-02,TMIN,72
USC00029376,2005-03-02,TMAX,222
USW00053123,2005-11-28,TMAX,100
USC00265705,2015-02-27,TMAX,228
USC00265705,2015-02-27,TMIN,89
USR0000NKYL,2009-12-31,TMIN,-83
USC00261371,2008-01-26,TMIN,-11
USC00261371,2008-01-26,TMAX,178
USS0015N10S,2011-10-15,TMAX,176
USW00023169,2013-06-23,TMAX,378
USR0000AMUS,2007-06-09,TMAX,294
USW00023169,2012-12-22,TMAX,133
USW00023169,2012-12-22,TMIN,6
USR0000NRER,2005-12-13,TMAX,150
USR0000NKYL,2005-12-05,TMIN,-72
USS0015N10S,2014-09-28,TMIN,2
USR0000AMUS,2011-03-04,TMAX,144
USR0000AMUS,2011-03-04,TMIN,17
USR0000NRER,2005-12-13,TMIN,0
USR0000AMUS,2014-08-05,TMAX,283
USR0000AMUS,2014-08-05,TMIN,128
USS0015N10S,2013-11-19,TMAX,94
USS0015N10S,2013-11-19,TMIN,12
USW00053123,2006-11-21,TMAX,222
USR0000AMUS,2005-01-04,TMIN,-11
USW00053123,2006-11-21,TMIN,72
USR0000AMUS,2005-01-04,TMAX,22
USR0000NRER,2015-01-20,TMAX,139
USC00264439,2013-08-03,TMAX,411
USC00029376,2005-08-28,TMIN,244
USC00029376,2005-08-28,TMAX,456
USR0000NRER,2015-01-20,TMIN,33
USS0015N10S,2014-09-28,TMAX,69
USR0000AMUS,2007-06-09,TMIN,111
USR0000AMUS,2012-02-19,TMIN,-28
USR0000NRER,2007-12-01,TMAX,83
USR0000NKYL,2012-06-02,TMAX,289
USR0000NKYL,2012-06-02,TMIN,144
USR0000NKYL,2005-12-05,TMAX,50
USR0000AMUS,2015-12-13,TMAX,94
USR0000NRER,2007-12-01,TMIN,6
USR0000NKYL,2015-07-16,TMIN,139
USR0000NRER,2006-08-29,TMIN,217
USS0015N10S,2008-10-18,TMAX,139
USC00265705,2005-03-10,TMAX,283
USW00023169,2011-05-07,TMAX,333
USC00261371,2005-03-20,TMIN,78
USC00265705,2015-09-04,TMAX,378
USW00023169,2010-02-17,TMIN,89
USC00260125,2009-05-17,TMIN,250
USC00260125,2009-05-17,TMAX,389
USC00265705,2005-03-10,TMIN,111
USS0015N10S,2008-10-18,TMIN,52
USR0000AMUS,2015-12-13,TMIN,-22
USS0015N10S,2013-08-20,TMAX,225
USS0015N10S,2013-08-20,TMIN,121
USR0000AMUS,2012-02-19,TMAX,83
USS0015N10S,2011-10-15,TMIN,72
USW00023169,2011-05-07,TMIN,222
USR0000NKYL,2007-04-08,TMAX,200
USR0000NKYL,2007-04-08,TMIN,56
USC00264439,2007-10-19,TMIN,117
USC00265705,2011-09-20,TMIN,217
USC00265705,2011-09-20,TMAX,367
USC00264439,2011-09-20,TMIN,200
USC00264439,2007-10-19,TMAX,267
USC00260125,2007-12-26,TMIN,0
USC00260125,2007-12-26,TMAX,139
USW00023169,2006-04-19,TMAX,239
USC00264439,2011-09-20,TMAX,378
USS0015N10S,2011-02-13,TMAX,114
USS0015N10S,2011-02-13,TMIN,3
USR0000NRER,2014-06-19,TMIN,144
USW00053123,2015-10-24,TMIN,128
USC00264439,2009-05-17,TMIN,200
USC00264439,2005-01-31,TMAX,144
USC00264439,2005-01-31,TMIN,56
USW00053123,2015-10-24,TMAX,267
USC00261371,2011-07-23,TMIN,211
USC00261371,2011-07-23,TMAX,444
USW00023169,2012-11-03,TMIN,117
USC00264439,2007-12-09,TMIN,22
USC00265705,2007-12-09,TMAX,100
USR0000AMUS,2010-05-15,TMAX,244
USR0000NRER,2005-08-11,TMIN,200
USR0000NRER,2005-08-11,TMAX,328
USC00260125,2008-10-14,TMIN,111
USS0015N10S,2012-04-26,TMAX,90
USW00053123,2011-10-21,TMIN,139
USC00265705,2007-08-14,TMAX,433
USR0000AMUS,2015-03-29,TMIN,83
USC00265705,2007-08-14,TMIN,278
USC00264439,2006-05-03,TMAX,328
USC00264439,2006-05-03,TMIN,211
USW00023169,2006-04-19,TMIN,100
USW00023169,2007-10-28,TMAX,306
USC00265705,2006-05-03,TMAX,356
USS0015N10S,2012-04-26,TMIN,14
USC00260125,2008-10-14,TMAX,206
USR0000NKYL,2014-05-12,TMAX,156
USC00265705,2006-05-03,TMIN,211
USC00260125,2008-12-15,TMIN,17
USR0000NKYL,2014-05-12,TMIN,33
USC00260125,2008-12-15,TMAX,167
USW00023169,2005-03-17,TMIN,100
USW00023169,2005-03-17,TMAX,194
USC00265705,2007-12-09,TMIN,28
USR0000AMUS,2010-09-26,TMAX,328
USC00265705,2009-09-17,TMIN,228
USC00265705,2009-09-17,TMAX,383
USC00264439,2007-12-09,TMAX,106
USC00264439,2013-11-27,TMIN,61
USC00265705,2013-11-27,TMIN,44
USR0000AMUS,2006-05-24,TMAX,306
USR0000NRER,2005-12-12,TMAX,128
USC00265705,2007-01-03,TMIN,56
USC00265705,2007-01-03,TMAX,178
USC00264439,2007-01-03,TMIN,44
USW00053123,2008-07-24,TMIN,239
USC00264439,2007-01-03,TMAX,156
USW00053123,2008-07-24,TMAX,417
USR0000AMUS,2015-03-29,TMAX,256
USR0000NRER,2005-12-12,TMIN,-11
USC00029376,2006-04-07,TMIN,106
USW00023169,2012-07-13,TMAX,317
USW00053123,2011-08-30,TMIN,267
USW00053123,2011-08-30,TMAX,411
USC00029376,2006-04-07,TMAX,250
USW00023169,2010-12-20,TMAX,133
USC00029376,2005-01-26,TMIN,94
USW00023169,2012-07-13,TMIN,228
USR0000AMUS,2005-01-08,TMIN,0
USC00264439,2013-11-27,TMAX,167
USR0000AMUS,2015-11-17,TMAX,78
USC00265705,2005-01-31,TMIN,78
USW00023169,2010-12-20,TMIN,100
USW00023169,2012-11-03,TMAX,256
USR0000NKYL,2006-02-13,TMIN,0
USC00264439,2009-09-17,TMIN,206
USC00264439,2009-09-17,TMAX,350
USR0000AMUS,2007-04-13,TMIN,28
USR0000AMUS,2010-05-15,TMIN,78
USR0000NRER,2014-06-19,TMAX,317
USR0000NKYL,2006-02-13,TMAX,144
USS0015N10S,2011-07-29,TMIN,112
USC00261371,2006-02-13,TMAX,222
USW00023169,2007-10-28,TMIN,167
USS0015N10S,2011-07-29,TMAX,216
USC00265705,2009-05-17,TMAX,372
USC00265705,2009-05-17,TMIN,217
USC00261371,2006-02-13,TMIN,33
USC00265705,2005-01-31,TMAX,161
USR0000NRER,2015-05-24,TMAX,233
USW00053123,2011-10-21,TMAX,294
USR0000NRER,2014-09-13,TMAX,339
USR0000NRER,2014-09-13,TMIN,183
USR0000NRER,2015-05-24,TMIN,139
USR0000AMUS,2015-11-17,TMIN,-39
USR0000AMUS,2007-04-13,TMAX,172
USC00260125,2005-01-31,TMAX,183
USR0000AMUS,2010-09-26,TMIN,161
USR0000AMUS,2007-11-01,TMAX,206
USR0000NRER,2007-07-18,TMIN,261
USC00260125,2006-02-28,TMAX,244
USC00261371,2008-04-28,TMIN,94
USC00260125,2014-02-28,TMAX,217
USC00261371,2008-04-28,TMAX,350
USC00264439,2010-09-26,TMAX,372
USW00053123,2005-03-18,TMIN,100
USC00260125,2006-02-28,TMIN,161
USR0000NRER,2006-10-04,TMAX,294
USS0015N10S,2013-09-28,TMAX,140
USC00264439,2010-09-26,TMIN,206
USR0000AMUS,2006-02-06,TMIN,0
USS0015N10S,2013-09-28,TMIN,4
USC00264439,2015-08-11,TMIN,267
USC00264439,2015-08-11,TMAX,411
USR0000NRER,2006-10-04,TMIN,189
USR0000AMUS,2006-02-06,TMAX,161
USW00053123,2009-01-09,TMIN,72
USR0000NRER,2009-08-01,TMAX,383
USR0000NRER,2009-08-01,TMIN,233
USW00053123,2009-01-09,TMAX,139
USR0000NRER,2012-10-11,TMIN,72
USC00261371,2009-02-17,TMIN,67
USR0000NRER,2012-10-11,TMAX,150
USR0000NRER,2006-05-19,TMAX,339
USR0000NKYL,2012-07-13,TMIN,139
USR0000NKYL,2012-07-13,TMAX,200
USS0015N10S,2013-04-24,TMIN,12
USS0015N10S,2013-04-24,TMAX,110
USC00261371,2005-05-14,TMIN,183
USR0000NKYL,2013-02-04,TMAX,122
USR0000NKYL,2013-02-04,TMIN,0
USC00261371,2005-05-14,TMAX,250
USC00260125,2013-11-27,TMAX,172
USC00260125,2013-11-27,TMIN,50
USR0000NRER,2007-07-18,TMAX,383
USC00260125,2014-02-28,TMIN,106
USR0000NRER,2010-04-23,TMIN,6
USR0000NRER,2010-04-23,TMAX,222
USR0000NRER,2015-01-16,TMAX,133
USR0000NRER,2015-01-16,TMIN,6
USR0000NKYL,2006-07-13,TMAX,306
USS0015N10S,2009-11-27,TMAX,78
USR0000NRER,2006-05-19,TMIN,228
USR0000NKYL,2006-07-13,TMIN,167
USS0015N10S,2009-11-27,TMIN,-23
USW00053123,2005-03-18,TMAX,194
USC00261371,2009-02-17,TMAX,167
USR0000NRER,2006-08-12,TMIN,228
USR0000NRER,2006-08-12,TMAX,356
USC00264439,2007-08-14,TMAX,411
USC00264439,2007-08-14,TMIN,272
USS0015N10S,2015-05-31,TMIN,93
USR0000NRER,2011-01-16,TMIN,44
USW00053123,2005-09-25,TMAX,311
USW00053123,2015-08-12,TMIN,278
USW00023169,2008-04-28,TMAX,328
USW00023169,2008-04-28,TMIN,144
USR0000AMUS,2007-11-21,TMAX,128
USR0000AMUS,2009-06-03,TMAX,311
USC00264439,2009-05-17,TMAX,389
USC00265705,2007-05-13,TMIN,189
USC00261371,2006-01-09,TMAX,211
USC00261371,2006-01-09,TMIN,72
USC00265705,2007-05-13,TMAX,367
USR0000AMUS,2009-06-03,TMIN,139
USC00264439,2007-05-13,TMIN,189
USW00053123,2005-09-25,TMIN,189
USR0000NRER,2007-06-03,TMIN,206
USR0000NRER,2007-06-03,TMAX,361
USR0000AMUS,2007-11-01,TMIN,50
USR0000NRER,2009-06-24,TMAX,372
USW00053123,2015-08-12,TMAX,367
USR0000AMUS,2007-11-21,TMIN,33
USS0015N10S,2015-08-02,TMIN,98
USR0000AMUS,2008-02-16,TMAX,117
USR0000NRER,2015-07-15,TMAX,356
USW00023169,2010-01-22,TMIN,50
USC00260125,2009-11-12,TMIN,133
USC00260125,2009-11-12,TMAX,217
USW00023169,2010-01-22,TMAX,106
USR0000AMUS,2008-02-16,TMIN,-17
USR0000NKYL,2008-09-10,TMAX,222
USR0000NKYL,2008-09-10,TMIN,94
USW00053123,2015-12-16,TMIN,6
USC00264439,2007-05-13,TMAX,344
USC00261371,2005-07-13,TMIN,250
USS0015N10S,2013-11-27,TMIN,-26
USC00261371,2008-08-26,TMIN,267
USC00261371,2005-07-13,TMAX,478
USW00053123,2015-12-16,TMAX,100
USS0015N10S,2015-05-31,TMAX,210
USS0015N10S,2011-11-21,TMIN,-40
USR0000NRER,2009-06-24,TMIN,172
USC00261371,2008-08-26,TMAX,433
USS0015N10S,2011-11-21,TMAX,29
USS0015N10S,2015-08-02,TMAX,216
USS0015N10S,2013-11-27,TMAX,69
USC00264439,2011-07-11,TMAX,394
USC00264439,2011-07-11,TMIN,244
USC00260125,2005-03-02,TMIN,78
USR0000NRER,2014-09-28,TMIN,89
USR0000NRER,2014-09-28,TMAX,206
USC00265705,2014-12-14,TMIN,33
USW00023169,2005-08-02,TMIN,256
USC00265705,2006-09-05,TMIN,267
USR0000AMUS,2010-12-12,TMAX,206
USC00265705,2006-09-05,TMAX,394
USR0000AMUS,2010-12-12,TMIN,39
USC00264439,2015-07-04,TMIN,311
USR0000NKYL,2006-09-07,TMAX,222
USR0000NKYL,2006-09-07,TMIN,94
USC00265705,2014-12-14,TMAX,178
USC00261371,2005-01-25,TMAX,222
USC00261371,2006-03-13,TMAX,100
USR0000NKYL,2012-04-24,TMIN,50
USR0000NKYL,2012-04-24,TMAX,222
USC00261371,2006-03-13,TMIN,28
USC00264439,2014-12-14,TMIN,22
USC00264439,2014-12-14,TMAX,133
USC00264439,2006-09-05,TMIN,244
USC00264439,2006-09-05,TMAX,378
USC00260125,2005-05-10,TMIN,156
USR0000NKYL,2006-10-03,TMIN,83
USR0000AMUS,2008-08-09,TMIN,183
USR0000AMUS,2008-08-09,TMAX,300
USW00053123,2009-12-29,TMIN,17
USW00053123,2009-12-29,TMAX,111
USC00264439,2009-05-20,TMAX,361
USC00264439,2009-05-20,TMIN,239
USS0015N10S,2010-04-08,TMIN,-28
USC00029376,2005-02-17,TMAX,228
USS0015N10S,2010-04-08,TMAX,119
USC00261371,2010-10-19,TMIN,144
USR0000AMUS,2015-08-03,TMAX,328
USR0000AMUS,2015-08-03,TMIN,167
USR0000NKYL,2014-01-07,TMIN,0
USC00265705,2009-05-20,TMAX,367
USC00265705,2009-05-20,TMIN,233
USR0000NKYL,2014-01-07,TMAX,106
USW00053123,2014-02-11,TMIN,83
USW00053123,2014-02-11,TMAX,194
USC00029376,2005-02-17,TMIN,83
USS0015N10S,2010-03-13,TMAX,57
USS0015N10S,2010-03-13,TMIN,-95
USC00261371,2005-01-25,TMIN,78
USC00260125,2005-05-10,TMAX,317
USR0000AMUS,2007-03-25,TMIN,28
USC00261371,2009-09-16,TMAX,372
USC00264439,2005-05-06,TMAX,211
USR0000AMUS,2013-08-03,TMIN,183
USC00261371,2010-01-23,TMIN,44
USW00053123,2012-09-22,TMIN,217
